above | Yi: n. [ꄩ tot]
throb | Yi: v. [ꁓ pyp]
throng | Yi: n. [ꁌ pu]
throng | Yi: v. [ꁧ bbo]
throttle | Yi: v. [ꁁ ꀕ pa w]
through | Yi: gr. [ꁧ ꐮ bbo jjop]
throughout | Yi: gr. [ꀃ ꐛ ip jjip]
throw | Yi: v. [ꍞ zhyp], [ꀱ bur]
throw away | Yi: v. [ꍞ zhyp]
throw down | Yi: v. [ꌖ sop]
throw out | Yi: v. [ꍞ zhyp]
thrown | Yi: [past participle of "throw"]
thrust | Yi: v. [ꏣ jip], [ꂫ hmyp]
thumb | Yi: n. [ꇇ ꁯ lot bbup]
thump | Yi: v. [ꅥ ndup]
thunder | Yi: n. [ꂿ ꄎ mo dox]
thunder | Yi: v. [ꈢ ggot]
thus | Yi: adv. [ꀃ ꑳ ip yi]
thwart | Yi: v. [ꄯ tep]
thy | Yi: pron. [ꀊ ꄉ a da]
tickle | Yi: v. [ꋖ zzy]
tidings | Yi: n. [ꊂ ꁧ wa bbo]
tie | Yi: v. [ꏢ ji], [ꎤ nrur]
tie | Yi: n. [ꂭ hmop]
tiger | Yi: n. [ꀮ ꇆ bu lop]
tight | Yi: adj. [ꇧ ꇩ guox guop]
tighten | Yi: v. [ꏢ ji]
till (until) | Yi: gr. [ꄝ tip]
till (cultivate) | Yi: v. [ꇬ go]
tilt | Yi: v. [ꊈ wo]
timber | Yi: n. [ꌩ syr]
time | Yi: n. [ꉈ hxi]
timid | Yi: adj. [ꎭ ꃹ sha vur]
timorous | Yi: [see "timid"]
tinge | Yi: v. [ꃙ fux]
tinkle | Yi: v. [ꈢ ggot]
tiny | Yi: adj. [ꀁ ꑌ ix nyi], [ꑆ njy]
tip (end) | Yi: n. [ꀍ uo]
tip (tilt) | Yi: v. [ꊈ wo]
tire | Yi: v. [ꈧ ggex]
tired | Yi: adj. [ꈧ ggex]
title | Yi: n. [ꂷ ma]
titter | Yi: v. [ꌒ sa]
to | Yi: gr. [ꄣ ta], [ꁧ ꐮ bbo jjop]
toad | Yi: n. [ꀙ ꁇ bip pox]
toast | Yi: v. [ꄔ dut]
tobacco | Yi: n. [ꑋ ꇉ nyix lox]
today | Yi: adv. [ꀃ ꌋ ip si]
toe | Yi: n. [ꑭ ꊧ xy zyp]
together | Yi: adv. [ꀃ ꑳ ip yi]
toil | Yi: v. [ꌤ syt]
toil | Yi: n. [ꌤ syt]
token | Yi: n. [ꌐ sat]
told | Yi: [past tense of "tell"]
tolerate | Yi: v. [ꄻ ddie]
toll | Yi: n. [ꁦ ꃀ bbox mop]
tomb | Yi: n. [ꎁ rat]
tomorrow | Yi: adv. [ꀉ ꑍ ax nyip]
tone | Yi: n. [ꄎ ꌬ dox ssi]
tongue | Yi: n. [ꃋ mep]
tonight | Yi: adv. [ꀃ ꑍ ip nyip]
too | Yi: adv. [ꀋ ꉬ ap nge], [ꀃ ꑳ ip yi]
too much | Yi: adv. [ꀋ ꉬ ap nge]
took | Yi: [past tense of "take"]
tool | Yi: n. [ꀙ ꃀ bip mop]
toot | Yi: v. [ꑻ yuo]
tooth | Yi: n. [ꎷ shex]
top | Yi: n. [ꀍ uo], [ꀊ ꂥ a hmu]
top | Yi: v. [ꄯ tep]
topic | Yi: n. [ꀙ bip]
topple | Yi: v. [ꌖ sop]
torch | Yi: n. [ꂿ ꁧ mo bbo]
tore | Yi: [past tense of "tear"]
torment | Yi: v. [ꎬ shax]
torment | Yi: n. [ꎬ shax]
torn | Yi: [past participle of "tear"]
torrent | Yi: n. [ꎿ ꁧ shur bbo]
tortoise | Yi: n. [ꀙ ꃶ bip vu]
torture | Yi: v. [ꎬ shax]
torture | Yi: n. [ꎬ shax]
toss | Yi: v. [ꍞ zhyp], [ꀱ bur]
total | Yi: n. [ꈉ kop], [ꌗ ꂷ sot ma]
total | Yi: adj. [ꀃ ꐛ ip jjip]
totally | Yi: adv. [ꀃ ꐛ ip jjip]
totter | Yi: v. [ꁓ pyp], [ꑊ ꉭ nyit ngep]
touch | Yi: v. [ꌃ nzyt], [ꁨ bbop]
touch | Yi: n. [ꌃ nzyt]
tough | Yi: adj. [ꇧ ꇩ guox guop], [ꐕ qyp]
toughen | Yi: v. [ꇧ ꇩ guox guop]
tour | Yi: v. [ꋑ ꁧ nyix bbo]
tow | Yi: v. [ꏃ shyp]
toward | Yi: gr. [ꁧ ꐮ bbo jjop]
towards | Yi: [see "toward"]
tower | Yi: n. [ꀕ ꑳ w yi]
tower | Yi: v. [ꊑ wex]
town | Yi: n. [ꉹ hot]
trace | Yi: n. [ꌐ sat]
trace | Yi: v. [ꏃ shyp], [ꆈ nuo]
track | Yi: n. [ꇤ ga], [ꌐ sat]
track | Yi: v. [ꏃ shyp]
tract | Yi: n. [ꄹ ddip]
trade | Yi: n. [ꆹ li]
trade | Yi: v. [ꆹ li]
tradition | Yi: n. [ꅺ ꃶ ꅉ hne vu dde]
trail | Yi: n. [ꇤ ga]
trail | Yi: v. [ꏃ shyp]
train | Yi: v. [ꇮ get], [ꑌ nyi]
train | Yi: n. [ꁧ bbo]
trait | Yi: n. [ꁱ ꋊ bbur cyt]
traitor | Yi: n. [ꆐ nep]
tramp | Yi: v. [ꋒ zzi]
trample | Yi: v. [ꋒ zzi]
tranquil | Yi: adj. [ꀨ ꀕ bop w]
tranquillity | Yi: [see "tranquility"]
tranquillize | Yi: v. [ꌥ syx]
transact | Yi: v. [ꌤ syt]
transcend | Yi: v. [ꑞ xix]
transcribe | Yi: v. [ꁱ ꂷ bbur ma]
transfer | Yi: v. [ꄀ dit]
transform | Yi: v. [ꄀ dit]
transgress | Yi: v. [ꑽ yot]
transient | Yi: adj. [ꀋ ꃉ ap myt]
transitory | Yi: [see "transient"]
translate | Yi: v. [ꄀ dit]
transmit | Yi: v. [ꁵ bbyp]
transmute | Yi: v. [ꄀ dit]
transpire | Yi: v. [ꐛ jjip]
transplant | Yi: v. [ꋦ zzur]
transport | Yi: v. [ꁵ bbyp]
transpose | Yi: v. [ꄀ dit]
trap | Yi: n. [ꁮ ꈜ bbu gga]
trap | Yi: v. [ꐛ jjip]
trash | Yi: n. [ꃙ fux]
travel | Yi: v. [ꒉ yy], [ꋑ ꁧ nyix bbo]
traveler | Yi: n. [ꋑ ꁧ ꌺ nyix bbo sse]
traveller | Yi: [see "traveler"]
traverse | Yi: v. [ꁧ ꐮ bbo jjop]
tray | Yi: n. [ꁮ ꇉ bbu lo]
tread | Yi: v. [ꋒ zzi]
treasure | Yi: n. [ꀨ ꊰ bop ci]
treasure | Yi: v. [ꊏ zi]
treat | Yi: v. [ꌤ ꃅ syt mu], [ꀽ pie]
tree | Yi: n. [ꌩ syr]
tremble | Yi: v. [ꁓ pyp], [ꄹ ꁓ ddip pyp]
tremendous | Yi: adj. [ꈜ ꒉ gga yy]
trench | Yi: n. [ꐬ jjur]
trespass | Yi: v. [ꑽ yot]
trial | Yi: n. [ꃣ ꈌ vix ke]
tribe | Yi: n. [ꊿ co]
tribulation | Yi: n. [ꎬ shax]
tribute | Yi: n. [ꁦ ꃀ bbox mop]
trick | Yi: n. [ꃔ fap], [ꉪ ꐪ ngop jjup]
trick | Yi: v. [ꃔ fap]
trickle | Yi: v. [ꁌ pu]
tried | Yi: [past tense of "try"]
trifle | Yi: n. [ꀁ ꑌ ꀙ ix nyi bip]
trifle | Yi: v. [ꏢ ji]
trifling | Yi: adj. [ꀁ ꑌ ix nyi]
trim | Yi: v. [ꄌ duo]
trim | Yi: adj. [ꉾ he]
trip | Yi: v. [ꑊ ꉭ nyit ngep]
trip | Yi: n. [ꋑ ꁧ nyix bbo]
triumph | Yi: n. [ꑞ xix]
triumph | Yi: v. [ꑞ xix]
trivial | Yi: adj. [ꀁ ꑌ ix nyi]
trod | Yi: [past tense of "tread"]
trodden | Yi: [past participle of "tread"]
troop | Yi: n. [ꈼ mgop]
troops | Yi: [see "troop"]
trot | Yi: v. [ꋑ nyix]
trouble | Yi: v. [ꎬ shax]
trouble | Yi: n. [ꎬ shax], [ꆅ na]
trough | Yi: n. [ꁮ ꇉ bbu lo]
trounce | Yi: v. [ꀨ bop]
trousers | Yi: n. [ꀺ ꁨ pi bbop]
trudge | Yi: v. [ꒉ yy]
true | Yi: adj. [ꌬ ssi], [ꃶ ꌬ vu ssi]
truly | Yi: adv. [ꃶ ꌬ vu ssi], [ꌬ ꂄ ssi nbop]
trumpet | Yi: n. [ꑻ ꃀ yuo mop]
trumpet | Yi: v. [ꑻ yuo]
truncate | Yi: v. [ꄌ duo]
trundle | Yi: v. [ꄩ tox]
trunk (tree) | Yi: n. [ꌩ ꀸ syr pit]
trunk (box) | Yi: n. [ꁇ pox]
trunk (elephant) | Yi: n. [ꃅ ꂱ mu mip]
truss | Yi: v. [ꏢ ji]
trust | Yi: v. [ꄷ ꋌ ddix cy], [ꁨ bbop]
trust | Yi: n. [ꄷ ꋌ ddix cy]
trustworthy | Yi: adj. [ꄷ ꋌ ddix cy]
trusty | Yi: [see "trustworthy"]
truth | Yi: n. [ꌬ ssi], [ꃶ ꌬ vu ssi]
try | Yi: v. [ꃣ vix], [ꐏ qup]
tub | Yi: n. [ꁮ ꇉ bbu lo]
tuck | Yi: v. [ꊏ zi]
tug | Yi: v. [ꏃ shyp]
tumble | Yi: v. [ꑊ ꉭ nyit ngep], [ꌖ sop]
tumor | Yi: n. [ꃚ fu]
tumour | Yi: [see "tumor"]
tune | Yi: n. [ꌓ sap]
tune | Yi: v. [ꌓ sap]
tunnel | Yi: n. [ꐬ jjur]
turn | Yi: v. [ꄩ tox], [ꉭ ngep]
turn around | Yi: v. [ꉭ ngep]
turn aside | Yi: v. [ꉭ ngep]
turn away | Yi: v. [ꉭ ngep]
turn back | Yi: v. [ꃶ ꒉ vu yy], [ꉭ ngep]
turn down | Yi: v. [ꀐ ꆹ ox li]
turn in | Yi: v. [ꁵ bbyp]
turn into | Yi: v. [ꄀ dit]
turn off | Yi: v. [ꁫ bbut]
turn on | Yi: v. [ꂿ ꄜ mo ti]
turn out | Yi: v. [ꐛ jjip]
turn over | Yi: v. [ꉭ ngep]
turn up | Yi: v. [ꃃ ꄜ mut ti]
turnip | Yi: n. [ꃅ ꎃ mu rrop]
turtle | Yi: n. [ꀙ ꃶ bip vu]
tusk | Yi: n. [ꎷ shex]
tutor | Yi: n. [ꇮ ꁈ get po]
tutor | Yi: v. [ꇮ get]
twice | Yi: adv. [ꅑ ꇬ ndit go]
twig | Yi: n. [ꁧ ꌩ bbo syr]
twine | Yi: n. [ꂭ hmop]
twine | Yi: v. [ꋊ cyt]
twinkle | Yi: v. [ꀉ ꃅ ax mu]
twirl | Yi: v. [ꄩ tox]
twist | Yi: v. [ꄩ tox], [ꋊ cyt]
twitch | Yi: v. [ꁓ pyp]
twitter | Yi: v. [ꑻ yuo]
two | Yi: num. [ꅑ ndit]
type | Yi: n. [ꁥ bbot], [ꋊ cyt]
typhoon | Yi: n. [ꂿ ꃅ mo mu]
tyrannize | Yi: v. [ꇠ gie]
tyre | Yi: [see "tire"]
udder | Yi: n. [ꂿ ꂵ mo mat]
ugly | Yi: adj. [ꀋ ꉾ ap he]
ulcer | Yi: n. [ꃚ fu]
umbrella | Yi: n. [ꑗ ꐞ nyo jjie]
un- | Yi: [negation typically expressed with ꀋ ap]
unable | Yi: adj. [ꀋ ꈬ ap ggu]
unaware | Yi: adj. [ꀋ ꄜ ap ti]
unawares | Yi: adv. [ꀋ ꄜ ap ti]
unbend | Yi: v. [ꄳ tup]
unbind | Yi: v. [ꇮ get]
unbutton | Yi: v. [ꇮ get]
uncertain | Yi: adj. [ꀋ ꌬ ap ssi]
unclasp | Yi: v. [ꇮ get]
uncle | Yi: n. [ꀉ ꀋ ax ap] (father's younger brother), [ꀉ ꀊ ax a] (father's older brother)
unclean | Yi: adj. [ꀋ ꃀ ap mop]
unclothe | Yi: v. [ꄌ duo]
uncommon | Yi: adj. [ꀋ ꑳ ap yi]
unconscious | Yi: adj. [ꌋ ꎁ si rat]
uncooked | Yi: adj. [ꀋ ꑌ ap nyi]
uncork | Yi: v. [ꇮ get]
uncouple | Yi: v. [ꁁ pa]
uncover | Yi: v. [ꇮ get]
under | Yi: prep. [ꀸ pit], [ꃅ mu]
underclothing | Yi: [see "underclothes"]
undergo | Yi: v. [ꆅ na]
underground | Yi: adj. [ꄹ ꃅ ddip mu]
underhanded | Yi: [see "underhand"]
undermine | Yi: v. [ꇤ ga]
underneath | Yi: prep. [ꀸ pit], [ꃅ mu]
understand | Yi: v. [ꄜ ti], [ꉂ mgu]
understanding | Yi: n. [ꄜ ti]
understood | Yi: [past tense of "understand"]
undertake | Yi: v. [ꌃ nzyt]
undertaking | Yi: n. [ꀙ bip]
undertook | Yi: [past tense of "undertake"]
underwent | Yi: [past tense of "undergo"]
undid | Yi: [past tense of "undo"]
undo | Yi: v. [ꇮ get], [ꇤ ga]
undoubtedly | Yi: adv. [ꄷ ꋌ ddix cy]
undress | Yi: v. [ꄌ duo]
undulate | Yi: v. [ꁓ pyp]
unearth | Yi: v. [ꇮ get]
uneasy | Yi: adj. [ꀝ bur]
unequal | Yi: adj. [ꀋ ꑳ ap yi]
unequalled | Yi: [see "unequaled"]
uneven | Yi: adj. [ꀋ ꑳ ap yi]
unexpected | Yi: adj. [ꀋ ꄜ ap ti]
unexpectedly | Yi: adv. [ꀋ ꄜ ap ti]
unfair | Yi: adj. [ꀋ ꄮ ap te]
unfasten | Yi: v. [ꇮ get]
unfavourable | Yi: [see "unfavorable"]
unfetter | Yi: v. [ꇮ get]
unfit | Yi: adj. [ꀋ ꈬ ap ggu]
unfix | Yi: v. [ꇮ get]
unfold | Yi: v. [ꄳ tup], [ꀱ bur]
unfortunate | Yi: adj. [ꀋ ꉾ ap he]
unfurl | Yi: v. [ꄳ tup]
unhappy | Yi: adj. [ꀝ bur]
unhealthy | Yi: adj. [ꀋ ꉾ ap he]
unhinge | Yi: v. [ꇮ get]
unhook | Yi: v. [ꇮ get]
uniform | Yi: adj. [ꀃ ꑳ ip yi]
uniform | Yi: n. [ꀺ ꁨ pi bbop]
unify | Yi: v. [ꁧ bbo]
unimportant | Yi: adj. [ꀁ ꑌ ix nyi]
union | Yi: n. [ꁧ bbo]
unique | Yi: adj. [ꀃ ꁥ ip bbot]
unit | Yi: n. [ꀃ ꁥ ip bbot]
unite | Yi: v. [ꁧ bbo], [ꅋ ddut]
unity | Yi: n. [ꀃ ꑳ ip yi]
universal | Yi: adj. [ꀃ ꐛ ip jjip]
universe | Yi: n. [ꀮ ꀕ bu w]
unjust | Yi: adj. [ꀋ ꄮ ap te]
unkind | Yi: adj. [ꀋ ꉾ ap he]
unknown | Yi: adj. [ꀋ ꄜ ap ti]
unlace | Yi: v. [ꇮ get]
unlawful | Yi: adj. [ꀋ ꄮ ap te]
unleash | Yi: v. [ꇮ get]
unless | Yi: conj. [ꀋ ꄉ ap da]
unlike | Yi: adj. [ꀋ ꑳ ap yi]
unload | Yi: v. [ꇮ get]
unlock | Yi: v. [ꇮ get]
unloose | Yi: v. [ꇮ get]
unloosen | Yi: [see "unloose"]
unlucky | Yi: adj. [ꀋ ꉾ ap he]
unmake | Yi: v. [ꇤ ga]
unmarried | Yi: adj. [ꀋ ꏢ ap ji]
unmask | Yi: v. [ꇮ get]
unmoor | Yi: v. [ꇮ get]
unnatural | Yi: adj. [ꀋ ꑳ ap yi]
unpack | Yi: v. [ꇮ get]
unpin | Yi: v. [ꇮ get]
unpleasant | Yi: adj. [ꀋ ꉾ ap he]
unproven | Yi: [see "unproved"]
unravel | Yi: v. [ꇮ get]
unreal | Yi: adj. [ꀋ ꌬ ap ssi]
unripe | Yi: adj. [ꀋ ꑌ ap nyi]
unrivalled | Yi: [see "unrivaled"]
unrobe | Yi: v. [ꄌ duo]
unroll | Yi: v. [ꄳ tup]
unroot | Yi: v. [ꇮ get]
unruly | Yi: adj. [ꀋ ꌥ ap syx]
unsaleable | Yi: [see "unsalable"]
unsavoury | Yi: [see "unsavory"]
unscrew | Yi: v. [ꇮ get]
unseal | Yi: v. [ꇮ get]
unseen | Yi: adj. [ꀋ ꆈ ap nuo]
unsettle | Yi: v. [ꒉ yy]
unshackle | Yi: v. [ꇮ get]
unsheathe | Yi: v. [ꇮ get]
unskilful | Yi: [see "unskillful"]
unspoilt | Yi: [see "unspoiled"]
unstable | Yi: adj. [ꀋ ꐕ ap qyp]
unsteady | Yi: adj. [ꀋ ꐕ ap qyp]
unstop | Yi: v. [ꇮ get]
unsuccessful | Yi: adj. [ꀋ ꈬ ap ggu]
unsuitable | Yi: adj. [ꀋ ꈬ ap ggu]
untangle | Yi: v. [ꇮ get]
untie | Yi: v. [ꇮ get]
until | Yi: prep. [ꄝ tip]
unto | Yi: prep. [ꁧ ꐮ bbo jjop]
untrammelled | Yi: [see "untrammeled"]
untravelled | Yi: [see "untraveled"]
untrue | Yi: adj. [ꀋ ꌬ ap ssi]
untruth | Yi: n. [ꀠ ꊂ ba wa]
untwist | Yi: v. [ꇮ get]
unusual | Yi: adj. [ꀋ ꑳ ap yi]
unveil | Yi: v. [ꇮ get]
unwell | Yi: adj. [ꀋ ꉾ ap he]
unwilling | Yi: adj. [ꀋ ꑵ ap yiet]
unwind | Yi: v. [ꇮ get]
unwise | Yi: adj. [ꁭ ꃔ bbux fap]
unwittingly | Yi: adv. [ꀋ ꄜ ap ti]
unworthy | Yi: adj. [ꀋ ꈬ ap ggu]
unwound | Yi: [past tense of "unwind"]
unwrap | Yi: v. [ꇮ get]
unyielding | Yi: adj. [ꇧ ꇩ guox guop]
unyoke | Yi: v. [ꇮ get]
up | Yi: adv. [ꀊ ꂥ a hmu], [ꃃ ꄜ mut ti]
upbraid | Yi: v. [ꀨ bop]
upheave | Yi: v. [ꐏ qup]
uphill | Yi: adj. [ꊈ wo]
uphold | Yi: v. [ꁨ bbop], [ꐏ qup]
upland | Yi: n. [ꀮ ꀊ bu a]
uplift | Yi: v. [ꐏ qup]
upon | Yi: prep. [ꀸ pit]
upper | Yi: adj. [ꀊ ꂥ a hmu]
upright | Yi: adj. [ꎃ ꐚ rrop jji], [ꄮ te]
uprise | Yi: v. [ꃃ ꄜ mut ti]
uproar | Yi: n. [ꈢ ggot]
uproot | Yi: v. [ꇮ get]
upset | Yi: v. [ꌖ sop]
upside-down | Yi: adv. [ꉭ ngep]
upstairs | Yi: adv. [ꀊ ꂥ a hmu]
upstream | Yi: adv. [ꀊ ꂥ a hmu]
upward | Yi: adv. [ꀊ ꂥ a hmu]
upwards | Yi: [see "upward"]
urchin | Yi: n. [ꀕ ꌺ w sse]
urge | Yi: v. [ꐏ qup]
urgent | Yi: adj. [ꊸ ca]
urine | Yi: n. [ꊋ zzi]
us | Yi: pron. [ꀉ ax]
usage | Yi: n. [ꁱ ꋊ bbur cyt]
use | Yi: v. [ꌃ nzyt]
use | Yi: n. [ꌃ nzyt]
used | Yi: [past tense of "use"]
useful | Yi: adj. [ꈬ ggu]
useless | Yi: adj. [ꀋ ꈬ ap ggu]
usual | Yi: adj. [ꀃ ꑳ ip yi]
usually | Yi: adv. [ꀃ ꑳ ip yi]
usurp | Yi: v. [ꈔ ggit]
utensil | Yi: n. [ꀙ ꃀ bip mop]
uterus | Yi: n. [ꃅ mu]
utilize | Yi: v. [ꌃ nzyt]
utmost | Yi: adj. [ꀋ ꉬ ap nge]
utter (complete) | Yi: adj. [ꀃ ꐛ ip jjip]
utter (speak) | Yi: v. [ꊂ wa]
utterance | Yi: n. [ꊂ ꁧ wa bbo]
utterly | Yi: adv. [ꀃ ꐛ ip jjip]
uttermost | Yi: [see "utmost"]
vacant | Yi: adj. [ꀋ ꀕ ap w]
vacate | Yi: v. [ꇮ get]
vacillate | Yi: v. [ꁓ pyp]
vagabond | Yi: n. [ꎹ ꁈ shep po]
vagrant | Yi: n. [ꎹ ꁈ shep po]
vague | Yi: adj. [ꀋ ꌬ ap ssi]
vain | Yi: adj. [ꀋ ꈬ ap ggu]
vale | Yi: n. [ꐬ jjur]
valiant | Yi: adj. [ꃚ ꃶ fu vu]
valid | Yi: adj. [ꌬ ssi]
valley | Yi: n. [ꐬ jjur]
valor | Yi: n. [ꃚ ꃶ fu vu]
valour | Yi: [see "valor"]
valuable | Yi: adj. [ꀨ ꊰ bop ci]
value | Yi: n. [ꀨ ꊰ bop ci]
value | Yi: v. [ꈯ ggur]
vanish | Yi: v. [ꀋ ꀕ ap w]
vanquish | Yi: v. [ꑞ xix]
vapor | Yi: n. [ꃅ ꆧ mu hlop]
vapour | Yi: [see "vapor"]
variety | Yi: n. [ꁥ bbot]
various | Yi: adj. [ꀋ ꑳ ap yi]
vary | Yi: v. [ꄀ dit]
vase | Yi: n. [ꁇ pox]
vast | Yi: adj. [ꈜ ꒉ gga yy]
vat | Yi: n. [ꁮ ꇉ bbu lo]
vault (cellar) | Yi: n. [ꊏ ꑳ zi yi]
vault (jump) | Yi: v. [ꑇ njyp]
vaunt | Yi: v. [ꁭ bbux]
veer | Yi: v. [ꉭ ngep]
vegetable | Yi: n. [ꃅ ꋐ mu zzit]
vegetate | Yi: v. [ꀜ bie]
vehement | Yi: adj. [ꐕ qyp]
veil | Yi: n. [ꄯ tep]
veil | Yi: v. [ꄯ tep]
vein | Yi: n. [ꏺ jux]
velocity | Yi: n. [ꊸ ca]
vend | Yi: v. [ꆹ li]
vendor | Yi: n. [ꆹ ꁈ li po]
venerable | Yi: adj. [ꀊ ꂱ a mip]
venerate | Yi: v. [ꈯ ggur]
vengeance | Yi: n. [ꑞ ꌐ xix sat]
venom | Yi: n. [ꐽ njo]
vent | Yi: n. [ꐬ jjur]
vent | Yi: v. [ꁌ pu]
ventilate | Yi: v. [ꁌ pu]
venture | Yi: v. [ꃣ vix]
venture | Yi: n. [ꀙ bip]
verandah | Yi: [see "veranda"]
verbal | Yi: adj. [ꊂ ꁧ wa bbo]
verge | Yi: n. [ꀍ uo]
verge | Yi: v. [ꊈ wo]
verify | Yi: v. [ꃣ vix]
verily | Yi: adv. [ꃶ ꌬ vu ssi]
verity | Yi: n. [ꌬ ssi]
vernacular | Yi: n. [ꊂ wa]
verse | Yi: n. [ꁱ bbur]
versed | Yi: adj. [ꄜ ti]
vertebrae | Yi: [plural of "vertebra"]
vertex | Yi: n. [ꀍ uo]
vertical | Yi: adj. [ꎃ ꐚ rrop jji]
very | Yi: adv. [ꀋ ꉬ ap nge]
vessel | Yi: n. [ꁇ pox], [ꂶ ꁧ hmo bbo]
vestige | Yi: n. [ꌐ sat]
vestment | Yi: n. [ꀺ ꁨ pi bbop]
veteran | Yi: n. [ꀊ ꂱ ꁌ a mip pu]
veto | Yi: v. [ꀐ ꆹ ox li]
veto | Yi: n. [ꀐ ꆹ ox li]
vex | Yi: v. [ꎬ shax]
vexation | Yi: n. [ꎬ shax]
via | Yi: prep. [ꁧ ꐮ bbo jjop]
vial | Yi: n. [ꁇ pox]
viands | Yi: n. [ꋍ ꋚ cyp zza]
vibrate | Yi: v. [ꁓ pyp]
vice (evil) | Yi: n. [ꀋ ꉾ ap he]
vice (instead of) | Yi: prep. [ꄀ dit]
vicinity | Yi: n. [ꄹ ddip]
vicious | Yi: adj. [ꀋ ꉾ ap he]
victim | Yi: n. [ꌊ ꁈ six po]
victimize | Yi: v. [ꌊ six]
victor | Yi: n. [ꑞ ꁈ xix po]
victory | Yi: n. [ꑞ xix]
victuals | Yi: n. [ꋍ ꋚ cyp zza]
vie | Yi: v. [ꑽ yot]
view | Yi: n. [ꆈ nuo]
view | Yi: v. [ꆈ nuo]
vigor | Yi: n. [ꐏ qup]
vigorous | Yi: adj. [ꐕ qyp]
vigour | Yi: [see "vigor"]
vile | Yi: adj. [ꀋ ꉾ ap he]
vilify | Yi: v. [ꀨ bop]
village | Yi: n. [ꉹ hot]
villager | Yi: n. [ꉹ ꁌ hot pu]
villain | Yi: n. [ꌊ ꁈ six po]
vindicate | Yi: v. [ꌐ sat]
vine | Yi: n. [ꁬ bbut]
vinegar | Yi: n. [ꎭ sha]
violate | Yi: v. [ꑽ yot]
violence | Yi: n. [ꐏ qup]
violent | Yi: adj. [ꐕ qyp]
viper | Yi: n. [ꀮ ꁧ bu bbo]
virgin | Yi: n. [ꀕ ꃅ w mu]
virtue | Yi: n. [ꉾ he]
virtuous | Yi: adj. [ꉾ he]
visage | Yi: n. [ꀸ pit]
viscous | Yi: adj. [ꁨ bbop]
vision | Yi: n. [ꆈ nuo], [ꑍ nyip]
visit | Yi: v. [ꋑ nyix]
visit | Yi: n. [ꋑ nyix]
visitor | Yi: n. [ꋑ ꁈ nyix po]
vital | Yi: adj. [ꈜ ꒉ gga yy]
vitality | Yi: n. [ꃶ vu]
vitiate | Yi: v. [ꇤ ga]
vituperate | Yi: v. [ꀨ bop]
vivid | Yi: adj. [ꉾ he]
vizor | Yi: [see "visor"]
vocal | Yi: adj. [ꊂ wa]
vocation | Yi: n. [ꌤ syt]
vociferate | Yi: v. [ꑻ yuo]
voice | Yi: n. [ꊂ wa], [ꄎ ꌬ dox ssi]
voice | Yi: v. [ꊂ wa]
void | Yi: adj. [ꀋ ꀕ ap w]
void | Yi: v. [ꀋ ꀕ ap w]
volume | Yi: n. [ꁱ bbur], [ꈉ kop]
voluntary | Yi: adj. [ꑵ yiet]
volunteer | Yi: v. [ꑵ yiet]
volunteer | Yi: n. [ꑵ ꁈ yiet po]
vomit | Yi: v. [ꐯ jjy]
vomit | Yi: n. [ꐯ jjy]
vote | Yi: v. [ꋦ zzur]
vote | Yi: n. [ꋦ zzur]
vouch | Yi: v. [ꌐ sat]
vouchsafe | Yi: v. [ꁳ bbyx]
vow | Yi: n. [ꂿ ꀠ mo ba]
vow | Yi: v. [ꂿ ꀠ mo ba], [ꌐ sat]
voyage | Yi: n. [ꋑ ꁧ nyix bbo]
voyage | Yi: v. [ꋑ ꁧ nyix bbo]
vulgar | Yi: adj. [ꀋ ꉾ ap he]
vying | Yi: [present participle of "vie"]
waddle | Yi: v. [ꒉ yy]
wade | Yi: v. [ꒉ yy]
waft | Yi: v. [ꁌ pu]
wag | Yi: v. [ꁓ pyp]
wage (payment) | Yi: n. [ꁦ ꃀ bbox mop]
wage (conduct) | Yi: v. [ꌤ syt]
wager | Yi: v. [ꏢ ji]
wager | Yi: n. [ꏢ ji]
wages | Yi: [see "wage (payment)"]
waggle | Yi: v. [ꁓ pyp]
waggon | Yi: [see "wagon"]
wail | Yi: v. [ꑻ yuo]
wail | Yi: n. [ꑻ yuo]
waist | Yi: n. [ꂿ ꂱ mo mip]
wait | Yi: v. [ꄗ dup]
wait for | Yi: v. [ꄗ dup]
wait on | Yi: v. [ꀽ pie]
waive | Yi: v. [ꀐ ꆹ ox li]
wake (awaken) | Yi: v. [ꂿ ꄜ mo ti]
waken | Yi: v. [ꂿ ꄜ mo ti]
walk | Yi: v. [ꒉ yy]
walk | Yi: n. [ꒉ yy]
wall | Yi: n. [ꀕ ꇬ w go]
wallow | Yi: v. [ꄚ tit]
wan | Yi: adj. [ꀋ ꉾ ap he]
wand | Yi: n. [ꆸ lix]
wander | Yi: v. [ꒉ yy], [ꎹ shep]
wanderer | Yi: n. [ꎹ ꁈ shep po]
wane | Yi: v. [ꊈ wo]
want (lack) | Yi: v. [ꀋ ꀕ ap w]
want (desire) | Yi: v. [ꑵ yiet]
want | Yi: n. [ꀋ ꀕ ap w]
wanton | Yi: adj. [ꀋ ꉾ ap he]
war | Yi: n. [ꑻ yuo]
war | Yi: v. [ꑻ yuo]
warble | Yi: v. [ꌓ sap]
ward (guard) | Yi: v. [ꂿ ꌋ mo si]
ward (district) | Yi: n. [ꄹ ddip]
ward (child) | Yi: n. [ꀕ ꌺ w sse]
ware | Yi: n. [ꀙ bip]
